109   0.00361 seconds
110   0.00373 seconds
111   0.00378 seconds
112   0.00402 seconds
113   0.00394 seconds
114   0.0041 seconds
115   0.00428 seconds
116   0.0043 seconds
117   0.00434 seconds
118   0.00461 seconds
119   0.00464 seconds
120   0.00485 seconds
121   0.00487 seconds
122   0.00488 seconds
123   0.00501 seconds
124   0.00525 seconds
125   0.00531 seconds
126   0.00551 seconds
127   0.0056 seconds
128   0.0124 seconds
129   0.00584 seconds
130   0.00598 seconds
131   0.00634 seconds
132   0.00663 seconds
133   0.00656 seconds
134   0.00654 seconds
135   0.00694 seconds
136   0.00721 seconds
137   0.00696 seconds
138   0.00705 seconds
139   0.00726 seconds
140   0.00737 seconds
141   0.00756 seconds
142   0.00849 seconds
143   0.00795 seconds
144   0.00887 seconds
145   0.0094 seconds
146   0.0085 seconds
147   0.00861 seconds
148   0.00872 seconds
149   0.00901 seconds
150   0.00916 seconds
151   0.00977 seconds
152   0.0104 seconds
153   0.0107 seconds
154   0.0104 seconds
155   0.0103 seconds
156   0.0114 seconds
157   0.0104 seconds
158   0.0107 seconds
159   0.0109 seconds
160   0.0177 seconds
161   0.0114 seconds
162   0.0115 seconds
163   0.0118 seconds
164   0.0122 seconds
165   0.0121 seconds
166   0.0125 seconds
167   0.0147 seconds
168   0.0139 seconds
169   0.0133 seconds
170   0.0135 seconds
171   0.0177 seconds
172   0.0138 seconds
173   0.0142 seconds
174   0.0146 seconds
175   0.0157 seconds
176   0.0165 seconds
177   0.0152 seconds
178   0.016 seconds
179   0.0156 seconds
180   0.0162 seconds
181   0.0167 seconds
182   0.0166 seconds
183   0.0184 seconds
184   0.0182 seconds
185   0.0179 seconds
186   0.0183 seconds
187   0.0184 seconds
188   0.0188 seconds
189   0.0196 seconds
190   0.0195 seconds
191   0.0207 seconds
192   0.0344 seconds
193   0.0209 seconds
194   0.0218 seconds
195   0.0233 seconds
196   0.0246 seconds
197   0.0274 seconds
198   0.023 seconds
199   0.0238 seconds
200   0.0277 seconds
201   0.0248 seconds
202   0.0249 seconds
203   0.0253 seconds
204   0.0258 seconds
205   0.0317 seconds
206   0.0245 seconds
207   0.025 seconds
208   0.0283 seconds
209   0.0258 seconds
210   0.0258 seconds
211   0.027 seconds
212   0.0271 seconds
213   0.0272 seconds
214   0.0279 seconds
215   0.0282 seconds
216   0.0294 seconds
217   0.0288 seconds
218   0.029 seconds
219   0.0298 seconds
220   0.0304 seconds
221   0.0309 seconds
222   0.0321 seconds
223   0.0326 seconds
224   0.0501 seconds
225   0.0334 seconds
226   0.0334 seconds
227   0.0337 seconds
228   0.0351 seconds
229   0.0434 seconds
230   0.0351 seconds
231   0.0355 seconds
232   0.0374 seconds
233   0.0368 seconds
234   0.0376 seconds
235   0.0512 seconds
236   0.0379 seconds
237   0.0391 seconds
238   0.0389 seconds
239   0.048 seconds
240   0.0523 seconds
241   0.0491 seconds
242   0.0406 seconds
243   0.0414 seconds
244   0.0419 seconds
245   0.0428 seconds
246   0.0432 seconds
247   0.0441 seconds
248   0.0447 seconds
249   0.0448 seconds
250   0.0455 seconds
251   0.0461 seconds
252   0.0466 seconds
253   0.0566 seconds
254   0.0465 seconds
255   0.0475 seconds
256   0.171 seconds
257   0.0494 seconds
258   0.0496 seconds
259   0.0501 seconds
260   0.0511 seconds
261   0.0527 seconds
262   0.0516 seconds
263   0.0539 seconds
264   0.0556 seconds
265   0.0535 seconds
266   0.054 seconds
267   0.056 seconds
268   0.0553 seconds
269   0.0587 seconds
270   0.0564 seconds
271   0.0635 seconds
272   0.0732 seconds
273   0.0663 seconds
274   0.0601 seconds
275   0.0603 seconds
276   0.0614 seconds
277   0.0619 seconds
278   0.0628 seconds
279   0.0654 seconds
280   0.0671 seconds
281   0.0655 seconds
282   0.0655 seconds
283   0.0668 seconds
284   0.0722 seconds
285   0.068 seconds
286   0.0704 seconds
287   0.0707 seconds
288   0.108 seconds
289   0.0719 seconds
290   0.0731 seconds
291   0.0723 seconds
292   0.0726 seconds
293   0.0746 seconds
294   0.0779 seconds
295   0.0764 seconds
296   0.0809 seconds
297   0.0774 seconds
298   0.0789 seconds
299   0.0796 seconds
300   0.0819 seconds
301   0.0833 seconds
302   0.0825 seconds
303   0.0847 seconds
304   0.117 seconds
305   0.0863 seconds
306   0.0868 seconds
307   0.0964 seconds
308   0.0882 seconds
309   0.0893 seconds
310   0.0913 seconds
311   0.0983 seconds
312   0.0999 seconds
313   0.0931 seconds
314   0.0957 seconds
315   0.101 seconds
316   0.0994 seconds
317   0.119 seconds
318   0.0984 seconds
319   0.101 seconds
320   0.159 seconds
321   0.102 seconds
322   0.102 seconds
323   0.104 seconds
324   0.105 seconds
325   0.109 seconds
326   0.108 seconds
327   0.109 seconds
328   0.118 seconds
329   0.113 seconds
330   0.113 seconds
331   0.113 seconds
332   0.115 seconds
333   0.113 seconds
334   0.119 seconds
335   0.118 seconds
336   0.16 seconds
337   0.132 seconds
338   0.124 seconds
339   0.123 seconds
340   0.124 seconds
341   0.179 seconds
342   0.128 seconds
343   0.125 seconds
344   0.14 seconds
345   0.132 seconds
346   0.132 seconds
347   0.134 seconds
348   0.135 seconds
349   0.137 seconds
350   0.138 seconds
351   0.139 seconds
352   0.198 seconds
353   0.14 seconds
354   0.143 seconds
355   0.146 seconds
356   0.146 seconds
357   0.147 seconds
358   0.147 seconds
359   0.151 seconds
360   0.162 seconds
361   0.152 seconds
362   0.156 seconds
363   0.159 seconds
364   0.16 seconds
365   0.158 seconds
366   0.165 seconds
367   0.161 seconds
368   0.216 seconds
369   0.163 seconds
370   0.166 seconds
371   0.171 seconds
372   0.168 seconds
373   0.17 seconds
374   0.175 seconds
375   0.173 seconds
376   0.191 seconds
377   0.18 seconds
378   0.18 seconds
379   0.181 seconds
380   0.186 seconds
381   0.18 seconds
382   0.195 seconds
383   0.185 seconds
384   0.379 seconds
385   0.188 seconds
386   0.196 seconds
387   0.192 seconds
388   0.2 seconds
389   0.2 seconds
390   0.198 seconds
391   0.204 seconds
392   0.214 seconds
393   0.206 seconds
394   0.215 seconds
395   0.217 seconds
396   0.215 seconds
397   0.21 seconds
398   0.216 seconds
399   0.218 seconds
400   0.283 seconds
